clean_name,full_name,first_name,surname,affiliation,homepage,scholar,middle_name
George H. L. Fletcher,George H. L. Fletcher,George,Fletcher,TU Eindhoven,http://www.win.tue.nl/~gfletche,87TyXPcAAAAJ,H. L.
George I. Goumas,George I. Goumas,George,Goumas,NTUA,http://www.cslab.ntua.gr/~goumas,Cskc-awAAAAJ,I.
George Iosifidis,George Iosifidis,George,Iosifidis,TU Delft,https://www.futurenetworkstrinity.net,onHCjwcAAAAJ,\N
George J. Milne,George J. Milne,George,Milne,University of Western Australia,http://uwa.edu.au/people/george.milne,OmXRd4IAAAAJ,J.
George J. Pappas,George J. Pappas,George,Pappas,University of Pennsylvania,http://www.georgejpappas.org,Kia-4B0AAAAJ,J.
George John Fakas,George John Fakas,George,Fakas,Uppsala University,http://user.it.uu.se/~geofa117,e2YL150AAAAJ,John
George K. Atia,George K. Atia,George,Atia,University of Central Florida,http://eecs.ucf.edu/~atia,E_8axWQAAAAJ,K.
George K. Matsopoulos,George K. Matsopoulos,George,Matsopoulos,NTUA,https://www.ece.ntua.gr/en/staff/175,zKzcMW0AAAAJ,K.
George Karakonstantis,George Karakonstantis,George,Karakonstantis,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=g.karakonstantis,0ocbGIqEN7UC,\N
George Karakostas,George Karakostas,George,Karakostas,McMaster University,http://www.cas.mcmaster.ca/~gk,qaT9cxAAAAAJ,\N
George Karypis,George Karypis,George,Karypis,University of Minnesota,http://glaros.dtc.umn.edu,ElqwScwAAAAJ,\N
George Kesidis,George Kesidis,George,Kesidis,Pennsylvania State University,http://www.cse.psu.edu/~gik2,g-WedwYAAAAJ,\N
George Kollios,George Kollios,George,Kollios,Boston University,http://www.cs.bu.edu/~gkollios,0VFi-vAAAAAJ,\N
George Konidaris,George Konidaris 0001,George,Konidaris,Brown University,http://cs.brown.edu/people/gdk,9UERvVEAAAAJ,\N
George Konstantinidis,George Konstantinidis 0001,George,Konstantinidis,University of Southampton,https://www.ecs.soton.ac.uk/people/gk1e17,dg3_PMoAAAAJ,\N
George Labahn,George Labahn,George,Labahn,University of Waterloo,https://cs.uwaterloo.ca/~glabahn,Y91lPPwAAAAJ,\N
George Luiz Medeiros Teodoro,George Luiz Medeiros Teodoro,George,Teodoro,Universidade de Brasília,http://cic.unb.br/~teodoro,J-voATsAAAAJ,Luiz Medeiros
George M. Coghill,George M. Coghill,George,Coghill,University of Aberdeen,https://www.abdn.ac.uk/people/g.coghill,p4iYVDgAAAAJ,M.
George M. Slota,George M. Slota,George,Slota,Rensselaer Polytechnic Institute,http://www.cs.rpi.edu/~slotag,xjiQaA0AAAAJ,M.
George M. Turkiyyah,George M. Turkiyyah,George,Turkiyyah,American University of Beirut,https://www.aub.edu.lb/fas/cs/people/Pages/gt02.aspx,NOSCHOLARPAGE,M.
George Manis,George Manis,George,Manis,University of Ioannina,https://cs.uoi.gr/~manis,D0CFwn0AAAAJ,\N
George Markowsky,George Markowsky,George,Markowsky,University of Maine,https://spia.umaine.edu/people/dr-george-markowsky,e-MKvvcAAAAJ,\N
George Matas,George Matas,George,Matas,Czech Technical University,http://cmp.felk.cvut.cz/~matas,EJCNY6QAAAAJ,\N
George Miminis,George Miminis,George,Miminis,Memorial University of Newfoundland,https://www.mun.ca/computerscience/people/george.php,NOSCHOLARPAGE,\N
George Mohler,George Mohler,George,Mohler,IUPUI,http://science.iupui.edu/people/george-mohler,J-vrZ58AAAAJ,\N
George N. Rouskas,George N. Rouskas,George,Rouskas,North Carolina State University,http://rouskas.csc.ncsu.edu,tmuBOhwAAAAJ,N.
George O. Mohler,George O. Mohler,George,Mohler,IUPUI,http://science.iupui.edu/people/george-mohler,J-vrZ58AAAAJ,O.
George P. Efthymoglou,George P. Efthymoglou,George,Efthymoglou,University of Piraeus,https://www.ds.unipi.gr/en/faculty/gefthymo-en,cCKSs3sAAAAJ,P.
George Papagiannakis,George Papagiannakis,George,Papagiannakis,University of Crete,http://george.papagiannakis.org,rUfyI3MAAAAJ,\N
George Papen,George Papen,George,Papen,Univ. of California - San Diego,https://profiles.ucsd.edu/george.papen,NOSCHOLARPAGE,\N
George Parisis,George Parisis,George,Parisis,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/334868,Jsmd7a0AAAAJ,\N
George Parissis,George Parissis,George,Parissis,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/334868,Jsmd7a0AAAAJ,\N
George Porter,George Porter,George,Porter,Univ. of California - San Diego,http://cseweb.ucsd.edu/~gmporter,aWQabOQAAAAJ,\N
George Portides,George Portides,George,Portides,University of Nicosia,https://www.unic.ac.cy/portides-george,NOSCHOLARPAGE,\N
George R. Buchanan,George R. Buchanan 0001,George,Buchanan,University of Melbourne,https://findanexpert.unimelb.edu.au/display/person793596,HPbkM6YAAAAJ,R.
George Roussos,George Roussos,George,Roussos,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/gr,hUYJNNoAAAAJ,\N
George S. Miminis,George S. Miminis,George,Miminis,Memorial University of Newfoundland,https://www.mun.ca/computerscience/people/george.php,NOSCHOLARPAGE,S.
George Spanoudakis,George Spanoudakis,George,Spanoudakis,City University of London,https://www.city.ac.uk/people/academics/george-spanoudakis,XQSvrAwAAAAJ,\N
George T. Amariucai,George T. Amariucai,George,Amariucai,Kansas State University,http://people.cs.ksu.edu/~amariucai,NOSCHOLARPAGE,T.
George T. Heineman,George T. Heineman,George,Heineman,Worcester Polytechnic Institute,http://www.wpi.edu/~heineman,5vAwdfoAAAAJ,T.
George Teodoro,George Teodoro,George,Teodoro,Universidade de Brasília,http://cic.unb.br/~teodoro,J-voATsAAAAJ,\N
George Theodorakopoulos,George Theodorakopoulos 0001,George,Theodorakopoulos,Cardiff University,https://www.cardiff.ac.uk/people/view/118169-theodorakopoulos-george,HjmhIJMAAAAJ,\N
George Tourlakis,George Tourlakis,George,Tourlakis,York University,http://www.cse.yorku.ca/~gt,NOSCHOLARPAGE,\N
George Turkiyyah,George Turkiyyah,George,Turkiyyah,American University of Beirut,https://www.aub.edu.lb/fas/cs/people/Pages/gt02.aspx,NOSCHOLARPAGE,\N
George Tzanetakis,George Tzanetakis,George,Tzanetakis,University of Victoria,http://www.cs.uvic.ca/~gtzan,yPgxxpwAAAAJ,\N
George Tzimpragos,George Tzimpragos,George,Tzimpragos,University of Michigan,https://www.georgetzimpragos.com,KxsspL0AAAAJ,\N
George Tziritas,George Tziritas,George,Tziritas,University of Crete,https://www.csd.uoc.gr/~tziritas,mIh2JWAAAAAJ,\N
George Varghese,George Varghese,George,Varghese,Univ. of California - Los Angeles,http://web.cs.ucla.edu/~varghese,SEnY0XQAAAAJ,\N
George Vassilacopoulos,George Vassilacopoulos,George,Vassilacopoulos,University of Piraeus,https://www.ds.unipi.gr/en/faculty/gvass-en,q8_VODcAAAAJ,\N
George Wolberg,George Wolberg,George,Wolberg,CUNY,http://www-cs.ccny.cuny.edu/~wolberg,KyXgRdQAAAAJ,\N
George Xylomenos,George Xylomenos,George,Xylomenos,AUEB,http://pages.cs.aueb.gr/~xgeorge,f7tP8gcAAAAJ,\N
Georgeta Elisabeta Marai,Georgeta Elisabeta Marai,Georgeta,Marai,University of Illinois at Chicago,https://www.evl.uic.edu/marai,xPCVtawAAAAJ,Elisabeta
Georgi Gaydadjiev,Georgi Gaydadjiev,Georgi,Gaydadjiev,University of Groningen,https://www.rug.nl/staff/g.gaydadjiev/?lang=en,IL5KrG4AAAAJ,\N
Georgi Nedeltchev Gaydadjiev,Georgi Nedeltchev Gaydadjiev,Georgi,Gaydadjiev,University of Groningen,https://www.rug.nl/staff/g.gaydadjiev/?lang=en,IL5KrG4AAAAJ,Nedeltchev
Georgia Chalvatzaki,Georgia Chalvatzaki,Georgia,Chalvatzaki,TU Darmstadt,https://pearl-lab.com/people/georgia-chalvatzaki,mlho5FkAAAAJ,\N
Georgiana Ifrim,Georgiana Ifrim,Georgiana,Ifrim,University College Dublin,https://people.ucd.ie/georgiana.ifrim,MHs3X9YAAAAJ,\N
Georgina Cosma,Georgina Cosma,Georgina,Cosma,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/georgina-cosma,OpHkDDIAAAAJ,\N
Georgios A. Dafoulas,Georgios A. Dafoulas,Georgios,Dafoulas,Middlesex University,http://www.cs.mdx.ac.uk/people/george-dafoulas,NOSCHOLARPAGE,A.
Georgios Alexandros Kavvos,Georgios Alexandros Kavvos,Georgios,Kavvos,University of Bristol,https://www.lambdabetaeta.eu,yWerYFkAAAAJ,Alexandros
Georgios E. Fainekos,Georgios E. Fainekos,Georgios,Fainekos,Arizona State University,http://www.public.asu.edu/~gfaineko,WGRYgBEAAAAJ,E.
Georgios Efthymios Theodorakopoulos,Georgios Efthymios Theodorakopoulos,Georgios,Theodorakopoulos,Cardiff University,https://www.cardiff.ac.uk/people/view/118169-theodorakopoulos-george,HjmhIJMAAAAJ,Efthymios
Georgios Fainekos,Georgios Fainekos,Georgios,Fainekos,Arizona State University,http://www.public.asu.edu/~gfaineko,WGRYgBEAAAAJ,\N
Georgios I. Goumas,Georgios I. Goumas,Georgios,Goumas,NTUA,http://www.cslab.ntua.gr/~goumas,Cskc-awAAAAJ,I.
Georgios Iosifidis,Georgios Iosifidis,Georgios,Iosifidis,TU Delft,https://www.futurenetworkstrinity.net,onHCjwcAAAAJ,\N
Georgios John Fakas,Georgios John Fakas,Georgios,Fakas,Uppsala University,http://user.it.uu.se/~geofa117,e2YL150AAAAJ,John
Georgios K. Matsopoulos,Georgios K. Matsopoulos,Georgios,Matsopoulos,NTUA,https://www.ece.ntua.gr/en/staff/175,zKzcMW0AAAAJ,K.
Georgios K. Theodoropoulos,Georgios K. Theodoropoulos 0001,Georgios,Theodoropoulos,SUSTech,http://www.gtheodoropoulos.com,pr69a6YAAAAJ,K.
Georgios Karakonstantis,Georgios Karakonstantis,Georgios,Karakonstantis,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=g.karakonstantis,0ocbGIqEN7UC,\N
Georgios Katsaros,Georgios Katsaros,Georgios,Katsaros,IST Austria,https://ist.ac.at/research/research-groups/katsaros-group,NOSCHOLARPAGE,\N
Georgios Kouroupetroglou,Georgios Kouroupetroglou,Georgios,Kouroupetroglou,University of Athens,http://speech.di.uoa.gr/koupe/koupe.html,Kp5FaxoAAAAJ,\N
Georgios Koutsoukos,Georgios Koutsoukos,Georgios,Koutsoukos,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/giorgios-koutsoukos(b560b8d3-e39c-449d-8e3f-0e97c171b3d0).html,wLy0n-8AAAAJ,\N
Georgios Leontidis,Georgios Leontidis,Georgios,Leontidis,University of Aberdeen,https://www.abdn.ac.uk/people/georgios.leontidis,NOSCHOLARPAGE,\N
Georgios Papaioannou,Georgios Papaioannou,Georgios,Papaioannou,AUEB,http://www.aueb.gr/users/gepap,8YSbfqcAAAAJ,\N
Georgios Portokalidis,Georgios Portokalidis,Georgios,Portokalidis,IMDEA Software Institute,https://www.portokalidis.net,pGz5U34AAAAJ,\N
Georgios Smaragdakis,Georgios Smaragdakis,Georgios,Smaragdakis,TU Delft,https://gsmaragd.github.io,wytGMWcAAAAJ,\N
Georgios Theodoropoulos,Georgios Theodoropoulos 0001,Georgios,Theodoropoulos,SUSTech,http://www.gtheodoropoulos.com,pr69a6YAAAAJ,\N
Georgios Tzimpragos,Georgios Tzimpragos,Georgios,Tzimpragos,University of Michigan,https://www.georgetzimpragos.com,KxsspL0AAAAJ,\N
Georgios Tziritas,Georgios Tziritas,Georgios,Tziritas,University of Crete,https://www.csd.uoc.gr/~tziritas,mIh2JWAAAAAJ,\N
Georgy L. Gimel'farb,Georgy L. Gimel'farb,Georgy,Gimel'farb,University of Auckland,http://www.tcs.auckland.ac.nz/~georgy,EsFtvHUAAAAJ,L.
Geraint Jones,Geraint Jones,Geraint,Jones,University of Oxford,http://www.cs.ox.ac.uk/people/geraint.jones,NOSCHOLARPAGE,\N
Geraint Price,Geraint Price,Geraint,Price,Royal Holloway University of London,https://pure.royalholloway.ac.uk/en/persons/geraint-price,NOSCHOLARPAGE,\N
Gerald B. Baumgartner,Gerald B. Baumgartner,Gerald,Baumgartner,Louisiana State University,https://www.lsu.edu/eng/cse/people/faculty/baumgartner.php,pno6BrMAAAAJ,B.
Gerald Baumgartner,Gerald Baumgartner,Gerald,Baumgartner,Louisiana State University,https://www.lsu.edu/eng/cse/people/faculty/baumgartner.php,pno6BrMAAAAJ,\N
Gerald DeJong,Gerald DeJong,Gerald,DeJong,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/mrebl,NOSCHOLARPAGE,\N
Gerald Futschek,Gerald Futschek,Gerald,Futschek,TU Wien,https://www.ifs.tuwien.ac.at/futschek,oLXK500AAAAJ,\N
Gerald J. Sussman,Gerald J. Sussman,Gerald,Sussman,Massachusetts Institute of Technology,https://www.csail.mit.edu/user/1512,NOSCHOLARPAGE,J.
Gerald Kotonya,Gerald Kotonya,Gerald,Kotonya,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/gerald-kotonya,d5AUHbgAAAAJ,\N
Gerald Lüttgen,Gerald Lüttgen,Gerald,Lüttgen,University of Bamberg,https://www.uni-bamberg.de/swt/team/prof-dr-gerald-luettgen,NOSCHOLARPAGE,\N
Gerald Odhiambo Kotonya,Gerald Odhiambo Kotonya,Gerald,Kotonya,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/gerald-kotonya,d5AUHbgAAAAJ,Odhiambo
Gerald Penn,Gerald Penn,Gerald,Penn,University of Toronto,http://www.cs.toronto.edu/~gpenn,mJk-CLYAAAAJ,\N
Gerald Q. Maguire Jr.,Gerald Q. Maguire Jr.,Gerald,Jr.,KTH Royal Institute of Technology,https://www.kth.se/profile/maguire,HJgs_3YAAAAJ,Q. Maguire
Gerald Quirchmayr,Gerald Quirchmayr,Gerald,Quirchmayr,University of Vienna,https://cs.univie.ac.at/gerald.quirchmayr,NOSCHOLARPAGE,\N
Gerald Schaefer,Gerald Schaefer,Gerald,Schaefer,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/gerald-schaefer,NOSCHOLARPAGE,\N
Gerald Steinbauer,Gerald Steinbauer,Gerald,Steinbauer,Graz University of Technology,http://www.ist.tugraz.at/steinbauer/Main_Page,aXkPAnEAAAAJ,\N
Gerald Steinbauer-Wagner,Gerald Steinbauer-Wagner,Gerald,Steinbauer-Wagner,Graz University of Technology,http://www.ist.tugraz.at/steinbauer/Main_Page,aXkPAnEAAAAJ,\N
Gerald Steinhardt,Gerald Steinhardt,Gerald,Steinhardt,TU Wien,https://media.tuwien.ac.at/people/steinhardt,NOSCHOLARPAGE,\N
Gerald Tripp,Gerald Tripp,Gerald,Tripp,University of Kent,https://www.cs.kent.ac.uk/people/staff/gewt,NOSCHOLARPAGE,\N
Gerald Weber,Gerald Weber,Gerald,Weber,University of Auckland,https://www.cs.auckland.ac.nz/~gerald,mBgJMaUAAAAJ,\N
Geraldine Fitzpatrick,Geraldine Fitzpatrick,Geraldine,Fitzpatrick,TU Wien,http://igw.tuwien.ac.at/hci/people/gfitzpatrick,aUPpNvEAAAAJ,\N
Geraldo Bonorino Xexéo,Geraldo Bonorino Xexéo,Geraldo,Xexéo,UFRJ,http://www.cos.ufrj.br/index.php/pt-BR/pessoas/details/18/1020-xexeo,VbVw7-4AAAAJ,Bonorino
Geraldo R. Mateus,Geraldo R. Mateus,Geraldo,Mateus,UFMG,http://homepages.dcc.ufmg.br/~mateus,k_rGXy0AAAAJ,R.
Geraldo Xexéo,Geraldo Xexéo,Geraldo,Xexéo,UFRJ,http://www.cos.ufrj.br/index.php/pt-BR/pessoas/details/18/1020-xexeo,VbVw7-4AAAAJ,\N
Geraldo Zimbrao,Geraldo Zimbrao,Geraldo,Zimbrao,UFRJ,http://www.cos.ufrj.br/~zimbrao,nJ1JMwcAAAAJ,\N
Geraldo Zimbrão,Geraldo Zimbrão,Geraldo,Zimbrão,UFRJ,http://www.cos.ufrj.br/~zimbrao,nJ1JMwcAAAAJ,\N
Geraldo Zimbrão da Silva,Geraldo Zimbrão da Silva,Geraldo,Silva,UFRJ,http://www.cos.ufrj.br/~zimbrao,nJ1JMwcAAAAJ,Zimbrão da
Gerard J. Kim,Gerard J. Kim,Gerard,Kim,Korea University,https://dxp.korea.ac.kr/index.php?mid=page_QEGJ80,7UCco8IAAAAJ,J.
Gerard Pons-Moll,Gerard Pons-Moll,Gerard,Pons-Moll,University of Tübingen,https://virtualhumans.mpi-inf.mpg.de,OpXMNnMAAAAJ,\N
Gerard R. Richter,Gerard R. Richter,Gerard,Richter,Rutgers University,http://www.cs.rutgers.edu/~richter,NOSCHOLARPAGE,R.
Gerard Tel,Gerard Tel,Gerard,Tel,Utrecht University,https://www.uu.nl/medewerkers/GTel,Hr52qJUAAAAJ,\N
Gerard Wagenaar,Gerard Wagenaar,Gerard,Wagenaar,Utrecht University,https://www.uu.nl/medewerkers/GWagenaar,ohDvY50AAAAJ,\N
Gerard de Melo,Gerard de Melo,Gerard,Melo,Hasso Plattner Institute,http://gerard.demelo.org,WCQXaGkAAAAJ,de
Gerardo Aragon-Camarasa,Gerardo Aragon-Camarasa,Gerardo,Aragon-Camarasa,University of Glasgow,http://www.dcs.gla.ac.uk/~gerardo,mbSbOegAAAAJ,\N
Gerardo Canfora,Gerardo Canfora,Gerardo,Canfora,University of Sannio,http://www.gerardocanfora.net,3wkA_aYAAAAJ,\N
Gerardo Pelosi,Gerardo Pelosi,Gerardo,Pelosi,Politecnico di Milano,http://home.deib.polimi.it/pelosi,Rlp-N_gAAAAJ,\N
Gerardo Schneider,Gerardo Schneider,Gerardo,Schneider,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/gersch.aspx,NOSCHOLARPAGE,\N
Gerasimos Spanakis,Gerasimos Spanakis,Gerasimos,Spanakis,Maastricht University,https://dke.maastrichtuniversity.nl/jerry.spanakis,LiUXYVgAAAAJ,\N
Gerd Brewka,Gerd Brewka,Gerd,Brewka,University of Leipzig,http://www.informatik.uni-leipzig.de/~brewka,wAxbPL0AAAAJ,\N
Gerd Hirzinger,Gerd Hirzinger,Gerd,Hirzinger,TU Munich,http://www6.in.tum.de/Main/Hirzinge,NOSCHOLARPAGE,\N
Gerd Stumme,Gerd Stumme,Gerd,Stumme,University of Kassel,https://www.kde.cs.uni-kassel.de/stumme,PqIX0TwAAAAJ,\N
Gerd Wagner,Gerd Wagner 0001,Gerd,Wagner,Brandenburg University of Technology,https://www.b-tu.de/fg-internet-technologie/team/professor,zna3SeQAAAAJ,\N
Gerda Janssens,Gerda Janssens,Gerda,Janssens,KU Leuven,https://people.cs.kuleuven.be/~gerda.janssens,JTZxGp0AAAAJ,\N
Gergely V. Záruba,Gergely V. Záruba,Gergely,Záruba,Wichita State University,https://www.wichita.edu/profiles/academics/engineering/SoC/Zaruba-Gergely.php,gJDwJcAAAAAJ,V.
Gerhard A. Bauch,Gerhard A. Bauch,Gerhard,Bauch,Hamburg University of Technology,https://www.tuhh.de/nt/personen/professoren/gerhard-bauch/biographie.html,NOSCHOLARPAGE,A.
Gerhard Bauch,Gerhard Bauch 0001,Gerhard,Bauch,Hamburg University of Technology,https://www.tuhh.de/nt/personen/professoren/gerhard-bauch/biographie.html,NOSCHOLARPAGE,\N
Gerhard Brewka,Gerhard Brewka,Gerhard,Brewka,University of Leipzig,http://www.informatik.uni-leipzig.de/~brewka,wAxbPL0AAAAJ,\N
Gerhard Fohler,Gerhard Fohler,Gerhard,Fohler,TU Kaiserslautern,https://rts.eit.uni-kl.de/index.php?id=18&people_action=detail&people_id=3,NOSCHOLARPAGE,\N
Gerhard Friedrich,Gerhard Friedrich,Gerhard,Friedrich,University of Klagenfurt,http://www.gerhard-friedrich.at,JAMnVRcAAAAJ,\N
Gerhard G. Thallinger,Gerhard G. Thallinger,Gerhard,Thallinger,Graz University of Technology,https://genome.tugraz.at/people.shtml,aMG6ceMAAAAJ,G.
Gerhard Heyer,Gerhard Heyer,Gerhard,Heyer,University of Leipzig,http://asv.informatik.uni-leipzig.de/staff/Gerhard_Heyer,i_RcqLwAAAAJ,\N
Gerhard Hirzinger,Gerhard Hirzinger,Gerhard,Hirzinger,TU Munich,http://www6.in.tum.de/Main/Hirzinge,NOSCHOLARPAGE,\N
Gerhard Holzapfel,Gerhard Holzapfel,Gerhard,Holzapfel,Graz University of Technology,https://www.biomech.tugraz.at/people/gerhard_holzapfel,TCfOWgUAAAAJ,\N
Gerhard Jäger,Gerhard Jäger,Gerhard,Jäger,University of Bern,http://www.ltg.unibe.ch/staff/jaeger,lg0l9REAAAAJ,\N
Gerhard Lakemeyer,Gerhard Lakemeyer,Gerhard,Lakemeyer,RWTH Aachen University,http://www-i5.informatik.rwth-aachen.de/gerhard,v0zpdqkAAAAJ,\N
Gerhard Leitner,Gerhard Leitner,Gerhard,Leitner,University of Klagenfurt,https://www.aau.at/team/leitner-gerhard,rUG6gFoAAAAJ,\N
Gerhard Neumann,Gerhard Neumann,Gerhard,Neumann,Karlsruhe Institute of Technology,https://alr.anthropomatik.kit.edu/21_65.php,GL360kMAAAAJ,\N
Gerhard P. Hancke,Gerhard P. Hancke 0002,Gerhard,Hancke,City University of Hong Kong,http://www.cityu.edu.hk/stfprofile/gphancke.htm,C2iR3xUAAAAJ,P.
Gerhard P. Hancke Jr.,Gerhard P. Hancke Jr.,Gerhard,Jr.,City University of Hong Kong,http://www.cityu.edu.hk/stfprofile/gphancke.htm,C2iR3xUAAAAJ,P. Hancke
Gerhard Sagerer,Gerhard Sagerer,Gerhard,Sagerer,Bielefeld University,http://aiweb.techfak.uni-bielefeld.de/user/sagerer,HDmPKX4AAAAJ,\N
Gerhard Schwabe,Gerhard Schwabe,Gerhard,Schwabe,University of Zurich,http://www.ifi.uzh.ch/imrg/people/schwabe.html,_a7cvK0AAAAJ,\N
Gerhard Sommer,Gerhard Sommer,Gerhard,Sommer,Graz University of Technology,https://www.biomech.tugraz.at/index.php/people/gerhard_sommer,gD2-pFUAAAAJ,\N
Gerhard W. Dueck,Gerhard W. Dueck,Gerhard,Dueck,University of New Brunswick,http://www.cs.unb.ca/~gdueck,lozv7bIAAAAJ,W.
Gerhard Weber,Gerhard Weber 0002,Gerhard,Weber,TU Dresden,https://tu-dresden.de/ing/informatik/institut-fuer-angewandte-informatik/mci,eoQw-CMAAAAJ,\N
Gerhard Weikum [INF],Gerhard Weikum [INF],Gerhard,[INF],Max Planck Society,http://www.mpi-inf.mpg.de/~weikum,vNAD0mAAAAAJ,Weikum
Gerhard Weiss,Gerhard Weiss 0001,Gerhard,Weiss,Maastricht University,http://www.weiss-gerhard.info,3TofHnIAAAAJ,\N
Gerhard Weiß ,Gerhard Weiß 0001,Gerhard,,Maastricht University,http://www.weiss-gerhard.info,3TofHnIAAAAJ,Weiß
Gerhard Wellein,Gerhard Wellein,Gerhard,Wellein,University of Erlangen–Nuremberg,https://hpc.fau.de/person/gerhard-wellein,1fQ6-mEAAAAJ,\N
Gerhard Widmer,Gerhard Widmer,Gerhard,Widmer,JKU Linz,https://www.jku.at/en/institute-of-computational-perception/about-us/people/gerhard-widmer,dyGS5YYAAAAJ,\N
Gerhard Woeginger,Gerhard Woeginger,Gerhard,Woeginger,RWTH Aachen University,https://www.informatik.rwth-aachen.de/cms/informatik/Fachgruppe/Aktuell/Meldungen/~ukvwk/Trauer-um-Gerhard-Woeginger,rtfJhO0AAAAJ,\N
Gerhard Wunder,Gerhard Wunder,Gerhard,Wunder,Freie Universitaet Berlin,https://www.mi.fu-berlin.de/en/inf/groups/ag-comm/team-members/wunder.html,I9ifRZEAAAAJ,\N
Gerik Scheuermann,Gerik Scheuermann,Gerik,Scheuermann,University of Leipzig,http://www.informatik.uni-leipzig.de/bsv/homepage/de/people/gerik-scheuermann,FXZzosEAAAAJ,\N
Germano C. Vasconcelos,Germano C. Vasconcelos,Germano,Vasconcelos,UFPE,https://www.cin.ufpe.br/~gcv,FVKapDMAAAAJ,C.
Germán Bravo,Germán Bravo,Germán,Bravo,Universidad de los Andes,https://sistemasacademico.uniandes.edu.co/~gbravo/dokuwiki/doku.php,MnWyaMQAAAAJ,\N
Germán Enrique Bravo Córdoba,Germán Enrique Bravo Córdoba,Germán,Córdoba,Universidad de los Andes,https://sistemasacademico.uniandes.edu.co/~gbravo/dokuwiki/doku.php,MnWyaMQAAAAJ,Enrique Bravo
Germán Santos-Boada,Germán Santos-Boada,Germán,Santos-Boada,Polytechnic University of Catalonia,http://directori.upc.edu/directori/dadesPersona.jsp?id=1000418,wO06QeIAAAAJ,\N
Gernot A. Fink,Gernot A. Fink,Gernot,Fink,TU Dortmund,http://patrec.cs.tu-dortmund.de/cms/en/home/People/Staff/fink.html,g0snsxsAAAAJ,A.
Gernot Heiser,Gernot Heiser,Gernot,Heiser,UNSW,https://www.cse.unsw.edu.au/~gernot,0e0Vw3kAAAAJ,\N
Gernot R. Müller,Gernot R. Müller,Gernot,Müller,Graz University of Technology,https://www.tugraz.at/institute/ine/people/gernot-mueller-putz,NkODKfIAAAAJ,R.
Gernot R. Müller-Putz,Gernot R. Müller-Putz,Gernot,Müller-Putz,Graz University of Technology,https://www.tugraz.at/institute/ine/people/gernot-mueller-putz,NkODKfIAAAAJ,R.
Gernot Salzer,Gernot Salzer,Gernot,Salzer,TU Wien,https://www.logic.at/staffpages/salzer,O5y-QJgAAAAJ,\N
Gero Mühl,Gero Mühl,Gero,Mühl,University of Rostock,https://www.ava.uni-rostock.de/en/ava-staff/professor/gero,sIbWic8AAAAJ,\N
Gerrit C. van der Veer,Gerrit C. van der Veer,Gerrit,Veer,VU Amsterdam,http://www.cs.vu.nl/~gerrit,NOSCHOLARPAGE,C. van der
Gerry V. Dozier,Gerry V. Dozier,Gerry,Dozier,Auburn University,https://www.eng.auburn.edu/~doziegv,NOSCHOLARPAGE,V.
Gershon Elber,Gershon Elber,Gershon,Elber,Technion,http://www.cs.technion.ac.il/~gershon,LBEl4l4AAAAJ,\N
Gerson Zaverucha,Gerson Zaverucha,Gerson,Zaverucha,UFRJ,http://www.cos.ufrj.br/~gerson,UewoVZ0AAAAJ,\N
